"","TempMaxima","TempMinima","Insolacao","Evaporacao.Piche"
"2466",27.8,22,1.5,3.4
"2467",29.9,22,3.7,1.3
"2468",29.9,21.3,3.7,1.3
"2469",31.3,21.3,9.6,1.6
"2470",31.3,21.9,9.6,1.6
"2471",33,21.9,5.1,2.8
"2472",33,20,5.1,2.8
"2473",30.8,20,8.2,2
"2474",30.8,19.9,8.2,2
"2475",31.2,19.9,10.4,2
"2476",31.2,21.1,10.4,2
"2477",28.8,21.1,1.3,2.2
"2478",28.8,21.4,1.3,2.2
"2479",34.1,21.4,5.8,1.5
"2480",34.1,21,5.8,1.5
"2481",34.5,21,5.2,2.4
"2482",34.5,21.8,5.2,2.4
"2483",33.4,21.8,10.4,1.9
"2484",33.4,21.2,10.4,1.9
"2485",32.7,21.2,10.6,2.6
"2486",32.7,22.8,10.6,2.6
"2487",31.1,22.8,2.3,2.7
"2488",31.1,23.1,2.3,2.7
"2489",29.9,23.1,8.5,1.1
"2490",29.9,24,8.5,1.1
"2491",31.2,24,6.7,2.2
"2492",31.2,21.9,6.7,2.2
"2493",27.8,21.9,0,1.4
"2494",27.8,21.9,0,1.4
"2495",26.7,21.9,1.2,0.7
"2496",26.7,22.8,1.2,0.7
"2497",27.4,22.8,11.3,1.4
"2498",27.4,19.9,11.3,1.4
"2499",27.8,19.9,6,2.6
"2500",27.8,18.2,6,2.6
"2501",28,18.2,12,2.3
"2502",28,19.6,12,2.3
"2503",29.8,19.6,11.7,4.1
"2504",29.8,19.4,11.7,4.1
"2505",30,19.4,11.7,3.4
"2506",30,18.7,11.7,3.4
"2507",31.6,18.7,10.8,2.8
"2508",31.6,20,10.8,2.8
"2509",32.5,20,11.5,3.8
"2510",32.5,19.3,11.5,3.8
"2511",32.9,19.3,7.7,3
"2512",32.9,21,7.7,3
"2513",28.5,21,0.5,3.1
"2514",28.5,21,0.5,3.1
"2515",26.9,21,8.9,1.5
"2516",26.9,19.6,8.9,1.5
"2517",29.8,19.6,11.6,2.5
"2518",29.8,17.4,11.6,2.5
"2519",31.8,17.4,9.7,3
"2520",31.8,18.6,9.7,3
"2521",30.6,18.6,11.6,4
"2522",30.6,21,11.6,4
"2523",28.2,21,7.5,3.5
"2524",28.2,19.2,7.5,3.5
"2525",27.9,19.2,10.7,2.3
"2526",27.9,18.1,10.7,2.3
"2527",27.5,18.1,11.5,3.2
"2528",27.5,16.9,11.5,3.2
"2529",27.5,16.9,8.7,3.2
"2530",27.5,16.5,8.7,3.2
"2531",27.4,16.5,11,2.3
"2532",27.4,18,11,2.3
"2533",27.9,18,8.7,2.3
"2534",27.9,18.3,8.7,2.3
"2535",29.5,18.3,11,2.2
"2536",29.5,17.8,11,2.2
"2537",32.9,17.8,10,3.2
"2538",32.9,19.7,10,3.2
"2539",29.6,19.7,8.6,2.5
"2540",29.6,19.8,8.6,2.5
"2541",29.8,19.8,8.9,2.3
"2542",29.8,18,8.9,2.3
"2543",28.5,18,6.5,2.2
"2544",28.5,19,6.5,2.2
"2545",28.3,19,10.9,2.8
"2546",28.3,17,10.9,2.8
"2547",34.7,17,7.9,2.7
"2548",34.7,18.5,7.9,2.7
"2549",28.2,18.5,10.8,3.9
"2550",28.2,21,10.8,3.9
"2551",28.5,21,11,4
"2552",28.5,13.9,11,4
"2553",31.2,13.9,10.6,3.8
"2554",31.2,18.2,10.6,3.8
"2555",33.4,18.2,10.7,3.2
"2556",33.4,19,10.7,3.2
"2557",34.4,19,9.7,3
"2558",34.4,18.4,9.7,3
"2559",32,18.4,3.6,3.5
"2560",32,23,3.6,3.5
"2561",31.2,23,9.4,1.9
"2562",31.2,21.8,9.4,1.9
"2563",29.8,21.8,8.1,1.9
"2564",29.8,22,8.1,1.9
"2565",25.7,22,3.5,2.2
"2566",25.7,17.8,3.5,2.2
"2567",23.9,17.8,0.5,2.5
"2568",23.9,18.2,0.5,2.5
"2569",25.1,18.2,0.3,1.7
"2570",25.1,20.3,0.3,1.7
"2571",31,20.3,7.3,1.3
"2572",31,20,7.3,1.3
"2573",28,20,4,2.1
"2574",28,22,4,2.1
"2575",28.4,22,8.9,1.1
"2576",28.4,20.5,8.9,1.1
"2577",27.1,20.5,6.3,2.3
"2578",27.1,19.1,6.3,2.3
"2579",27.5,19.1,5.9,1.8
"2580",27.5,19,5.9,1.8
"2581",24.6,19,2.1,2.2
"2582",24.6,18.2,2.1,2.2
"2583",24.4,18.2,2.6,1.4
"2584",24.4,16.9,2.6,1.4
"2585",26.8,16.9,8.6,1.1
"2586",26.8,15.6,8.6,1.1
"2587",27.2,15.6,8.4,2
"2588",27.2,15.8,8.4,2
"2589",27.8,15.8,8.9,2.2
"2590",27.8,16.4,8.9,2.2
"2591",29.7,16.4,10.3,2.3
"2592",29.7,17,10.3,2.3
"2593",29.4,17,10,3
"2594",29.4,16.6,10,3
"2595",29.3,16.6,9.5,2.5
"2596",29.3,16.6,9.5,2.5
"2597",28.4,16.6,7.8,2
"2598",28.4,19,7.8,2
"2599",27.1,19,2.2,1.8
"2600",27.1,20.6,2.2,1.8
"2601",33,20.6,6.6,2.2
"2602",33,22,6.6,2.2
"2603",30.8,22,10,2.7
"2604",30.8,20.8,10,2.7
"2605",30,20.8,8.9,2.3
"2606",30,18.8,8.9,2.3
"2607",33.2,18.8,8.9,2.7
"2608",33.2,19.7,8.9,2.7
"2609",29.4,19.7,3.1,2.3
"2610",29.4,20,3.1,2.3
"2611",30.7,20,4.1,1.6
"2612",30.7,21.6,4.1,1.6
"2613",29.6,21.6,7.6,1.7
"2614",29.6,20.9,7.6,1.7
"2615",29.8,20.9,9,1.9
"2616",29.8,22.4,9,1.9
"2617",32.8,22.4,9.8,2.8
"2618",32.8,21.6,9.8,2.8
"2619",34.2,21.6,9.1,2.1
"2620",34.2,21,9.1,2.1
"2621",29.3,21,3.5,2.5
"2622",29.3,21.8,3.5,2.5
"2623",29,21.8,5.8,1.8
"2624",29,21,5.8,1.8
"2625",24.3,21,3.2,1.7
"2626",24.3,19.3,3.2,1.7
"2627",27.8,19.3,3.5,1.9
"2628",27.8,19.5,3.5,1.9
"2629",33.2,19.5,9.3,1.2
"2630",33.2,19.6,9.3,1.2
"2631",34.1,19.6,9.4,3.2
"2632",34.1,20.3,9.4,3.2
"2633",35,20.3,9.4,2.9
"2634",35,21,9.4,2.9
"2635",33.1,21,8.2,3.4
"2636",33.1,20.8,8.2,3.4
"2637",32.8,20.8,7.7,2.2
"2638",32.8,21.7,7.7,2.2
"2639",26.2,21.7,1,2.4
"2640",26.2,20.8,1,2.4
"2641",23.1,20.8,0,1.2
"2642",23.1,19.8,0,1.2
"2643",26.4,19.8,4.4,1
"2644",26.4,20,4.4,1
"2645",23.7,20,9.1,3.2
"2646",23.7,10.6,9.1,3.2
"2647",28.8,10.6,8.5,2.5
"2648",28.8,13.2,8.5,2.5
"2649",30.6,13.2,3.4,2.6
"2650",30.6,20.4,3.4,2.6
"2651",26.8,20.4,4.6,1.5
"2652",26.8,19,4.6,1.5
"2653",21.2,19,3.8,1.5
"2654",21.2,16,3.8,1.5
"2655",20.5,16,8.7,2.3
"2656",20.5,12,8.7,2.3
"2657",22.2,12,8.4,1.7
"2658",22.2,8.8,8.4,1.7
"2659",24,8.8,7.3,1.5
"2660",24,10.4,7.3,1.5
"2661",28.1,10.4,8.4,1.5
"2662",28.1,12.6,8.4,1.5
"2663",30.2,12.6,8.7,1.8
"2664",30.2,13.7,8.7,1.8
"2665",24,13.7,0,3.6
"2666",24,15.8,0,3.6
"2667",22.8,15.8,2.4,0.6
"2668",22.8,14.8,2.4,0.6
"2669",26.5,14.8,8.1,1.3
"2670",26.5,15.4,8.1,1.3
"2671",24.2,15.4,1.2,1.6
"2672",24.2,18.1,1.2,1.6
"2673",19.7,18.1,0,0.8
"2674",19.7,16,0,0.8
"2675",21,16,1.5,0.5
"2676",21,15.4,1.5,0.5
"2677",22.8,15.4,2.1,5.1
"2678",22.8,17.8,2.1,5.1
"2679",19.8,17.8,0,4.9
"2680",19.8,17.5,0,4.9
"2681",23.1,17.5,4.8,4.1
"2682",23.1,16,4.8,4.1
"2683",24,16,7,0.5
"2684",24,14.7,7,0.5
"2685",26.2,14.7,8.3,1
"2686",26.2,13,8.3,1
"2687",24.7,13,8.3,1.5
"2688",24.7,12.1,8.3,1.5
"2689",23.3,12.1,1.9,1.5
"2690",23.3,16.4,1.9,1.5
"2691",21.2,16.4,0.8,0.9
"2692",21.2,16.9,0.8,0.9
"2693",20.4,16.9,2.9,0.4
"2694",20.4,14.8,2.9,0.4
"2695",16.7,14.8,1.2,1.2
"2696",16.7,13,1.2,1.2
"2697",17.6,13,3.4,0.6
"2698",17.6,11.1,3.4,0.6
"2699",18.6,11.1,8.4,0.7
"2700",18.6,9,8.4,0.7
"2701",17.4,9,7.3,1.5
"2702",17.4,11,7.3,1.5
"2703",17.8,11,8.1,1.2
"2704",17.8,7.6,8.1,1.2
"2705",17.5,7.6,7.3,1
"2706",17.5,7.6,7.3,1
"2707",21.6,7.6,8.2,0.9
"2708",21.6,10.5,8.2,0.9
"2709",21.2,10.5,5.3,1.6
"2710",21.2,15,5.3,1.6
"2711",21.8,15,2.1,1
"2712",21.8,16.5,2.1,1
"2713",20.6,16.5,0,0.4
"2714",20.6,16.7,0,0.4
"2715",18.6,16.7,0,0.3
"2716",18.6,14.1,0,0.3
"2717",19,14.1,5.1,1.1
"2718",19,13.2,5.1,1.1
"2719",15.4,13.2,6.6,2.2
"2720",15.4,9.6,6.6,2.2
"2721",17.4,9.6,8,1.5
"2722",17.4,5.9,8,1.5
"2723",20.2,5.9,7.5,1
"2724",20.2,6.4,7.5,1
"2725",19.2,6.4,6.9,1.4
"2726",19.2,8,6.9,1.4
"2727",19.9,8,4.6,0.5
"2728",19.9,11,4.6,0.5
"2729",20.2,11,4.2,1.2
"2730",20.2,13.7,4.2,1.2
"2731",19.7,13.7,0,0.9
"2732",19.7,15.4,0,0.9
"2733",19.4,15.4,2.5,0.6
"2734",19.4,14.9,2.5,0.6
"2735",20.1,14.9,6.5,0.6
"2736",20.1,11.8,6.5,0.6
"2737",21.2,11.8,3.8,1.1
"2738",21.2,8.6,3.8,1.1
"2739",21,8.6,7.2,1.1
"2740",21,8.5,7.2,1.1
"2741",18.7,8.5,2.4,1
"2742",18.7,12.9,2.4,1
"2743",17.1,12.9,0.6,0.8
"2744",17.1,10.6,0.6,0.8
"2745",24,10.6,7.4,0.2
"2746",24,11.6,7.4,0.2
"2747",20,11.6,8,1.9
"2748",20,17.3,8,1.9
"2749",17.8,17.3,0,1.4
"2750",17.8,11.6,0,1.4
"2751",12.2,11.6,3.9,0.2
"2752",12.2,8,3.9,0.2
"2753",14.4,8,7.4,1.1
"2754",14.4,3,7.4,1.1
"2755",19.6,3,7.8,1.4
"2756",19.6,2.8,7.8,1.4
"2757",20.6,2.8,7.5,1
"2758",20.6,5,7.5,1
"2759",26,5,7.3,1.5
"2760",26,7.6,7.3,1.5
"2761",28.5,7.6,5.5,2.3
"2762",28.5,15.6,5.5,2.3
"2763",18.8,15.6,7.2,2.5
"2764",18.8,12.5,7.2,2.5
"2765",26.8,12.5,7.2,1
"2766",26.8,11.5,7.2,1
"2767",27.2,11.5,7.5,1.8
"2768",27.2,14.1,7.5,1.8
"2769",26.5,14.1,7.6,1.8
"2770",26.5,16,7.6,1.8
"2771",19.2,16,0.1,2.5
"2772",19.2,14.8,0.1,2.5
"2773",25.4,14.8,0.7,0.5
"2774",25.4,14.1,0.7,0.5
"2775",19.4,14.1,0,0.9
"2776",19.4,15.8,0,0.9
"2777",22.9,15.8,2.7,0.2
"2778",22.9,15,2.7,0.2
"2779",25,15,11.8,0.4
"2780",25,15.8,11.8,0.4
"2781",19.1,15.8,0,0.7
"2782",19.1,15.6,0,0.7
"2783",19.6,15.6,1.4,0.3
"2784",19.6,15.1,1.4,0.3
"2785",28.2,15.1,6.6,0.4
"2786",28.2,14.6,6.6,0.4
"2787",29.6,14.6,5.9,1.3
"2788",29.6,18,5.9,1.3
"2789",22.4,18,0,2.1
"2790",22.4,19,0,2.1
"2791",29.2,19,7.5,0.3
"2792",29.2,16.6,7.5,0.3
"2793",24.4,16.6,0,2.2
"2794",24.4,14.2,0,2.2
"2795",17,14.2,7.7,0.6
"2796",17,9.2,7.7,0.6
"2797",18.1,9.2,7.5,1.2
"2798",18.1,6.7,7.5,1.2
"2799",20.2,6.7,7.7,1.1
"2800",20.2,6.6,7.7,1.1
"2801",19.2,6.6,2.9,1.2
"2802",19.2,9.5,2.9,1.2
"2803",15.8,9.5,4.4,0.5
"2804",15.8,9,4.4,0.5
"2805",15.7,9,7.5,1
"2806",15.7,4.2,7.5,1
"2807",14.3,4.2,8,0.8
"2808",14.3,7,8,0.8
"2809",12.6,7,8,2.1
"2810",12.6,3.2,8,2.1
"2811",19.2,3.2,7.8,1.2
"2812",19.2,2.8,7.8,1.2
"2813",20.6,2.8,1.6,0.8
"2814",20.6,10.3,1.6,0.8
"2815",27.1,10.3,3.1,1.8
"2816",27.1,18,3.1,1.8
"2817",19.4,18,0,1
"2818",19.4,12.4,0,1
"2819",13.4,12.4,0.1,0.8
"2820",13.4,9.4,0.1,0.8
"2821",12.9,9.4,6.4,0.8
"2822",12.9,5,6.4,0.8
"2823",15.6,5,4.8,0.8
"2824",15.6,4,4.8,0.8
"2825",17,4,0.7,1.7
"2826",17,11.8,0.7,1.7
"2827",19.4,11.8,7.9,1.9
"2828",19.4,11.7,7.9,1.9
"2829",20.1,11.7,8.2,1.7
"2830",20.1,11.6,8.2,1.7
"2831",21.6,11.6,8,1.9
"2832",21.6,10.2,8,1.9
"2833",22,10.2,8.3,1.6
"2834",22,10.3,8.3,1.6
"2835",22.6,10.3,8.4,1.9
"2836",22.6,11,8.4,1.9
"2837",22.8,11,8.2,2
"2838",22.8,8.2,8.2,2
"2839",22.4,8.2,8.5,1.7
"2840",22.4,9,8.5,1.7
"2841",22.6,9,7.1,1.6
"2842",22.6,9.2,7.1,1.6
"2843",24.3,9.2,8.3,1.6
"2844",24.3,9.2,8.3,1.6
"2845",22.2,9.2,1.3,2.2
"2846",22.2,12.4,1.3,2.2
"2847",17,12.4,0,1.5
"2848",17,10,0,1.5
"2849",13.1,10,0,0.4
"2850",13.1,9.4,0,0.4
"2851",14.4,9.4,0,0.2
"2852",14.4,9.7,0,0.2
"2853",20.9,9.7,8.5,0.1
"2854",20.9,9,8.5,0.1
"2855",25.9,9,7.8,1.2
"2856",25.9,10,7.8,1.2
"2857",31.1,10,6.9,1.7
"2858",31.1,15.6,6.9,1.7
"2859",30.5,15.6,5.5,2.5
"2860",30.5,17,5.5,2.5
"2861",22.2,17,0,2.7
"2862",22.2,11.8,0,2.7
"2863",12,11.8,0,0.5
"2864",12,8.5,0,0.5
"2865",14.2,8.5,8.2,1.3
"2866",14.2,5,8.2,1.3
"2867",18.8,5,7.7,1
"2868",18.8,5.7,7.7,1
"2869",21.7,5.7,8.3,1.6
"2870",21.7,8.2,8.3,1.6
"2871",18.6,8.2,2.6,1.2
"2872",18.6,9.8,2.6,1.2
"2873",23.2,9.8,8.5,1.1
"2874",23.2,12.4,8.5,1.1
"2875",24.7,12.4,8.3,1.8
"2876",24.7,11.1,8.3,1.8
"2877",25.2,11.1,8.3,2.2
"2878",25.2,9.5,8.3,2.2
"2879",27.1,9.5,7.9,2
"2880",27.1,11,7.9,2
"2881",25.6,11,3.2,2.4
"2882",25.6,13,3.2,2.4
"2883",22.6,13,0.7,2.4
"2884",22.6,15.8,0.7,2.4
"2885",18.2,15.8,0,1.2
"2886",18.2,16.6,0,1.2
"2887",20.2,16.6,0,0.1
"2888",20.2,16.4,0,0.1
"2889",22.4,16.4,0.8,0.3
"2890",22.4,17.5,0.8,0.3
"2891",19,17.5,3.1,1
"2892",19,11.2,3.1,1
"2893",12.5,11.2,3.6,1.2
"2894",12.5,7.5,3.6,1.2
"2895",16.8,7.5,6.9,0.8
"2896",16.8,7.6,6.9,0.8
"2897",19.6,7.6,9.2,1
"2898",19.6,6,9.2,1
"2899",18.8,6,1,1.9
"2900",18.8,8.5,1,1.9
"2901",19.6,8.5,6.6,1.4
"2902",19.6,10.8,6.6,1.4
"2903",22,10.8,4.3,1.5
"2904",22,12,4.3,1.5
"2905",22.6,12,6.9,1
"2906",22.6,13.9,6.9,1
"2907",24.2,13.9,9.7,1.5
"2908",24.2,10.3,9.7,1.5
"2909",24.4,10.3,9.5,2.3
"2910",24.4,14.2,9.5,2.3
"2911",23.6,14.2,10,3.1
"2912",23.6,9.4,10,3.1
"2913",27.6,9.4,9,2.5
"2914",27.6,12,9,2.5
"2915",19.4,12,0,1.7
"2916",19.4,15,0,1.7
"2917",21,15,0.1,0.5
"2918",21,15.4,0.1,0.5
"2919",26.5,15.4,9.2,0.9
"2920",26.5,15,9.2,0.9
"2921",35.1,15,9,1.7
"2922",35.1,16.3,9,1.7
"2923",36.5,16.3,9.6,3.9
"2924",36.5,18,9.6,3.9
"2925",36.6,18,8.8,6.1
"2926",36.6,21.3,8.8,6.1
"2927",26.8,21.3,2.1,5.1
"2928",26.8,18,2.1,5.1
"2929",19.4,18,0,1
"2930",19.4,16.2,0,1
"2931",16.8,16.2,0,0.5
"2932",16.8,11.5,0,0.5
"2933",15.2,11.5,0,0.8
"2934",15.2,11,0,0.8
"2935",17.9,11,2.7,1.2
"2936",17.9,12.6,2.7,1.2
"2937",19.2,12.6,0.1,2
"2938",19.2,13,0.1,2
"2939",19,13,0,1.1
"2940",19,15.4,0,1.1
"2941",21.4,15.4,3.8,0.6
"2942",21.4,14.6,3.8,0.6
"2943",19.6,14.6,10.4,2.2
"2944",19.6,11.8,10.4,2.2
"2945",23.8,11.8,10,2
"2946",23.8,7.5,10,2
"2947",28.8,7.5,8.8,1.9
"2948",28.8,13.9,8.8,1.9
"2949",32,13.9,0,2.3
"2950",32,17.3,0,2.3
"2951",26,17.3,0,2.5
"2952",26,16.6,0,2.5
"2953",22.8,16.6,0,0.4
"2954",22.8,16.6,0,0.4
"2955",20.8,16.6,0,0.5
"2956",20.8,15.8,0,0.5
"2957",21.5,15.8,7.9,0.3
"2958",21.5,13,7.9,0.3
"2959",25.2,13,9.3,1.7
"2960",25.2,14.7,9.3,1.7
"2961",25,14.7,9.1,1.5
"2962",25,15,9.1,1.5
"2963",26.4,15,0.2,1.7
"2964",26.4,17,0.2,1.7
"2965",22,17,0,1.2
"2966",22,19.6,0,1.2
"2967",25,19.6,0,0.6
"2968",25,18.8,0,0.6
"2969",22.1,18.8,8.3,1.5
"2970",22.1,13,8.3,1.5
"2971",20.2,13,8.1,2.8
"2972",20.2,9,8.1,2.8
"2973",26.4,9,10.6,2.4
"2974",26.4,12,10.6,2.4
"2975",28.2,12,10.3,2.8
"2976",28.2,13.4,10.3,2.8
"2977",21,13.4,10.3,2.5
"2978",21,12.6,10.3,2.5
"2979",22.2,12.6,9.3,1.7
"2980",22.2,10,9.3,1.7
"2981",21.6,10,9.2,2
"2982",21.6,12,9.2,2
"2983",20.8,12,8.6,2.1
"2984",20.8,10.2,8.6,2.1
"2985",22.2,10.2,10.4,2.5
"2986",22.2,11.6,10.4,2.5
"2987",26.2,11.6,10.4,3.4
"2988",26.2,12.3,10.4,3.4
"2989",27,12.3,3.4,3
"2990",27,15.4,3.4,3
"2991",27.2,15.4,5.7,2.4
"2992",27.2,18,5.7,2.4
"2993",26,18,10.8,1.8
"2994",26,15,10.8,1.8
"2995",25.1,15,2.9,2.8
"2996",25.1,15.3,2.9,2.8
"2997",25.6,15.3,2.2,1.8
"2998",25.6,19,2.2,1.8
"2999",24.4,19,11.2,1.6
"3000",24.4,14,11.2,1.6
"3001",29.2,14,11,2.7
"3002",29.2,14.8,11,2.7
"3003",23,14.8,0,2.6
"3004",23,19,0,2.6
"3005",25.8,19,9.1,0.3
"3006",25.8,18.4,9.1,0.3
"3007",28.6,18.4,5.9,3.2
"3008",28.6,14.4,5.9,3.2
"3009",20.9,14.4,11.2,2.2
"3010",20.9,14.6,11.2,2.2
"3011",21.6,14.6,10.4,2.6
"3012",21.6,12,10.4,2.6
"3013",25.6,12,11.3,2.5
"3014",25.6,13.7,11.3,2.5
"3015",30,13.7,11.5,2.9
"3016",30,14.6,11.5,2.9
"3017",25.8,14.6,0.8,2.5
"3018",25.8,17.5,0.8,2.5
"3019",21.8,17.5,3.8,1.3
"3020",21.8,15.4,3.8,1.3
"3021",20.9,15.4,5.4,2.5
"3022",20.9,13,5.4,2.5
"3023",26.2,13,10.1,1.2
"3024",26.2,10,10.1,1.2
"3025",20,10,9.9,3.2
"3026",20,12,9.9,3.2
"3027",26,12,11.4,2
"3028",26,9,11.4,2
"3029",30.2,9,11.4,2.7
"3030",30.2,12,11.4,2.7
"3031",31.9,12,8.2,3
"3032",31.9,15.8,8.2,3
"3033",25.4,15.8,4.9,3.1
"3034",25.4,19,4.9,3.1
"3035",28.4,19,11.2,1.5
"3036",28.4,16,11.2,1.5
"3037",33.4,16,11.2,2.6
"3038",33.4,16,11.2,2.6
"3039",28.5,16,0.4,3.8
"3040",28.5,21,0.4,3.8
"3041",26.8,21,3.1,1.2
"3042",26.8,19,3.1,1.2
"3043",24.8,19,7.6,1.4
"3044",24.8,18.7,7.6,1.4
"3045",21,18.7,9.5,1.5
"3046",21,13.1,9.5,1.5
"3047",23.2,13.1,11.1,2.1
"3048",23.2,10.5,11.1,2.1
"3049",26.6,10.5,9.4,2.8
"3050",26.6,14.8,9.4,2.8
"3051",22,14.8,0.1,3.1
"3052",22,17.6,0.1,3.1
"3053",27.6,17.6,2.7,0.8
"3054",27.6,18.5,2.7,0.8
"3055",23.6,18.5,0,1.6
"3056",23.6,17.8,0,1.6
"3057",19,17.8,0,0.8
"3058",19,15,0,0.8
"3059",22.1,15,5.8,0.8
"3060",22.1,13,5.8,0.8
"3061",26.8,13,10.2,2
"3062",26.8,15,10.2,2
"3063",25.6,15,0.4,2.7
"3064",25.6,20,0.4,2.7
"3065",29.6,20,3.9,1.4
"3066",29.6,20,3.9,1.4
"3067",25.6,20,5.3,2.2
"3068",25.6,18.8,5.3,2.2
"3069",25.2,18.8,11,2.4
"3070",25.2,14.3,11,2.4
"3071",23.9,14.3,10.7,3.8
"3072",23.9,15,10.7,3.8
"3073",23,15,10.8,2.8
"3074",23,15.1,10.8,2.8
"3075",25.8,15.1,9.6,2.5
"3076",25.8,12.7,9.6,2.5
"3077",29.2,12.7,11.6,3
"3078",29.2,15,11.6,3
"3079",33.8,15,11,2.7
"3080",33.8,16.8,11,2.7
"3081",33.6,16.8,8.8,3.8
"3082",33.6,18.7,8.8,3.8
"3083",31.4,18.7,4.6,3.8
"3084",31.4,20.4,4.6,3.8
"3085",30.2,20.4,6.6,1.9
"3086",30.2,21,6.6,1.9
"3087",25.8,21,0.1,2.2
"3088",25.8,19.8,0.1,2.2
"3089",28.1,19.8,4.8,1.3
"3090",28.1,20,4.8,1.3
"3091",27.6,20,7.6,2
"3092",27.6,19,7.6,2
"3093",26.6,19,8.3,2.7
"3094",26.6,16.7,8.3,2.7
"3095",29.1,16.7,11.1,3.2
"3096",29.1,17.8,11.1,3.2
"3097",30.6,17.8,11.3,4.2
"3098",30.6,18.7,11.3,4.2
"3099",33.6,18.7,11.2,4.6
"3100",33.6,19,11.2,4.6
"3101",33.2,19,3.6,5.6
"3102",33.2,22,3.6,5.6
"3103",27.4,22,2.6,3.3
"3104",27.4,20.8,2.6,3.3
"3105",26.6,20.8,0,2.1
"3106",26.6,21.4,0,2.1
"3107",27.9,21.4,1.4,0.9
"3108",27.9,21.2,1.4,0.9
"3109",26.8,21.2,2.8,1.1
"3110",26.8,20.6,2.8,1.1
"3111",24,20.6,3.2,1.6
"3112",24,18,3.2,1.6
"3113",24.6,18,4.4,1.7
"3114",24.6,17.5,4.4,1.7
"3115",25,17.5,6.7,2.9
"3116",25,16,6.7,2.9
"3117",27.4,16,10.1,3
"3118",27.4,17,10.1,3
"3119",29.2,17,10.6,3
"3120",29.2,16,10.6,3
"3121",29.6,16,10.8,3.5
"3122",29.6,16.9,10.8,3.5
"3123",34.6,16.9,9.5,3.3
"3124",34.6,19.2,9.5,3.3
"3125",31,19.2,3.3,3.8
"3126",31,22.4,3.3,3.8
"3127",27.5,22.4,10.6,2.4
"3128",27.5,17,10.6,2.4
"3129",31.6,17,11.1,3.1
"3130",31.6,17.3,11.1,3.1
"3131",32.2,17.3,5.7,3.4
"3132",32.2,18.5,5.7,3.4
"3133",27.8,18.5,7.8,2.1
"3134",27.8,19.6,7.8,2.1
"3135",25.6,19.6,10.7,3.1
"3136",25.6,16.3,10.7,3.1
"3137",25,16.3,6.2,4
"3138",25,17,6.2,4
"3139",26,17,10.5,3.9
"3140",26,17,10.5,3.9
"3141",29.3,17,9.2,3.4
"3142",29.3,18,9.2,3.4
"3143",33.1,18,10.5,3.1
"3144",33.1,19,10.5,3.1
"3145",28.4,19,9.8,6.6
"3146",28.4,20,9.8,6.6
"3147",29.1,20,10.2,5.2
"3148",29.1,20,10.2,5.2
"3149",29.8,20,8.2,3.3
"3150",29.8,17.7,8.2,3.3
"3151",32,17.7,9.1,3.2
"3152",32,18.8,9.1,3.2
"3153",35.4,18.8,6.7,3
"3154",35.4,21.1,6.7,3
"3155",30.8,21.1,10.1,3.3
"3156",30.8,20,10.1,3.3
"3157",30.8,20,9.4,3.2
"3158",30.8,21,9.4,3.2
"3159",34.5,21,7.7,2.8
"3160",34.5,21.3,7.7,2.8
"3161",27,21.3,0.1,3.7
"3162",27,23.4,0.1,3.7
"3163",32.6,23.4,7.9,1
"3164",32.6,22.3,7.9,1
"3165",31.5,22.3,9.3,3
"3166",31.5,22,9.3,3
"3167",34.4,22,9.3,2.5
"3168",34.4,23.5,9.3,2.5
"3169",35.2,23.5,10.2,3.3
"3170",35.2,22.2,10.2,3.3
"3171",35.6,22.2,9.8,3.4
"3172",35.6,23,9.8,3.4
"3173",39.2,23,9.4,3.1
"3174",39.2,24,9.4,3.1
"3175",31.7,24,6.5,3.9
"3176",31.7,20.8,6.5,3.9
"3177",31.7,20.8,10.5,2.3
"3178",31.7,24,10.5,2.3
"3179",33.6,24,11.4,3.5
"3180",33.6,22,11.4,3.5
"3181",33.8,22,10.5,4
"3182",33.8,19.5,10.5,4
"3183",36,19.5,10.8,3.9
"3184",36,21,10.8,3.9
"3185",27,21,0,4.6
"3186",27,23,0,4.6
"3187",28,23,11,1.3
"3188",28,18.9,11,1.3
"3189",30.4,18.9,11.3,3.7
"3190",30.4,15,11.3,3.7
"3191",32.4,15,11,4
"3192",32.4,18,11,4
"3193",31.8,18,11.4,3.7
"3194",31.8,20.4,11.4,3.7
"3195",30.5,20.4,10.2,3.6
"3196",30.5,19,10.2,3.6
"3197",29,19,11.3,3.5
"3198",29,17,11.3,3.5
"3199",34.4,17,11.4,4
"3200",34.4,17.1,11.4,4
"3201",34.2,17.1,10.5,3.2
"3202",34.2,21,10.5,3.2
"3203",30.6,21,1.2,4
"3204",30.6,23,1.2,4
"3205",26.6,23,7.1,2.8
"3206",26.6,20.4,7.1,2.8
"3207",27,20.4,11.5,4
"3208",27,15,11.5,4
"3209",30.2,15,11.1,4.6
"3210",30.2,14.5,11.1,4.6
"3211",32,14.5,9.8,4.6
"3212",32,19.6,9.8,4.6
"3213",34.3,19.6,8.2,3.7
"3214",34.3,22,8.2,3.7
"3215",36,22,9.3,3.8
"3216",36,22.4,9.3,3.8
"3217",36.8,22.4,8.9,4.3
"3218",36.8,24,8.9,4.3
"3219",26.8,24,0,4.1
"3220",26.8,19.8,0,4.1
"3221",22.7,19.8,0,0.9
"3222",22.7,18.3,0,0.9
"3223",23.2,18.3,0.9,0.7
"3224",23.2,17.8,0.9,0.7
