"","TempMaxima","TempMinima","Insolacao","Evaporacao.Piche"
"3988",28,22.5,3.5,2.3
"3989",30.5,22.5,5.2,1.7
"3990",30.5,21.5,5.2,1.7
"3991",28.8,21.5,6.1,2.4
"3992",28.8,21,6.1,2.4
"3993",30,21,6.1,1.6
"3994",30,21.2,6.1,1.6
"3995",29.8,21.2,5.3,3.4
"3996",29.8,20.8,5.3,3.4
"3997",22.5,20.8,0.5,0.8
"3998",22.5,18.2,0.5,0.8
"3999",27.3,18.2,5.2,1.8
"4000",27.3,19,5.2,1.8
"4001",29.6,19,9.8,2
"4002",29.6,17.7,9.8,2
"4003",31.7,17.7,10.7,3
"4004",31.7,17.8,10.7,3
"4005",32.2,17.8,10,4.4
"4006",32.2,20.8,10,4.4
"4007",30.8,20.8,4.3,2.5
"4008",30.8,24,4.3,2.5
"4009",31.2,24,3.5,1.5
"4010",31.2,24,3.5,1.5
"4011",27.8,24,3.8,1.9
"4012",27.8,22,3.8,1.9
"4013",27.2,22,8.7,2.7
"4014",27.2,18,8.7,2.7
"4015",28.8,18,10.6,3.3
"4016",28.8,18,10.6,3.3
"4017",30.6,18,10.2,3
"4018",30.6,18,10.2,3
"4019",33.2,18,10,3.5
"4020",33.2,18.6,10,3.5
"4021",30.8,18.6,8.4,4.7
"4022",30.8,22,8.4,4.7
"4023",26.3,22,6.9,4.6
"4024",26.3,20.5,6.9,4.6
"4025",28,20.5,10.1,3.3
"4026",28,14.9,10.1,3.3
"4027",30.8,14.9,6.3,4.2
"4028",30.8,19,6.3,4.2
"4029",32.2,19,9.1,3.5
"4030",32.2,19.7,9.1,3.5
"4031",33.4,19.7,10.5,4
"4032",33.4,20.6,10.5,4
"4033",34.8,20.6,10.3,3.8
"4034",34.8,20.2,10.3,3.8
"4035",36.2,20.2,9.9,3.5
"4036",36.2,21,9.9,3.5
"4037",37,21,10.4,4.2
"4038",37,20.6,10.4,4.2
"4039",30,20.6,5.8,4.7
"4040",30,23.8,5.8,4.7
"4041",26.6,23.8,0,1.6
"4042",26.6,22.6,0,1.6
"4043",29.4,22.6,3.6,0.6
"4044",29.4,22.5,3.6,0.6
"4045",28.2,22.5,10,2.2
"4046",28.2,20,10,2.2
"4047",29.6,20,3,2.8
"4048",29.6,21,3,2.8
"4049",27.4,21,0.3,1.9
"4050",27.4,24.1,0.3,1.9
"4051",31.6,24.1,10,3.5
"4052",31.6,23,10,3.5
"4053",25.4,23,0,2.8
"4054",25.4,20.9,0,2.8
"4055",25.4,20.9,9.2,2.2
"4056",25.4,17.9,9.2,2.2
"4057",29.2,17.9,9.3,3.2
"4058",29.2,15.6,9.3,3.2
"4059",28.3,15.6,5.1,2.5
"4060",28.3,20,5.1,2.5
"4061",23,20,3.8,1.9
"4062",23,17.5,3.8,1.9
"4063",25.5,17.5,10,2
"4064",25.5,14,10,2
"4065",27.6,14,9.8,2.8
"4066",27.6,14,9.8,2.8
"4067",29.9,14,9.1,2.7
"4068",29.9,16.8,9.1,2.7
"4069",28.2,16.8,9.1,2.5
"4070",28.2,19,9.1,2.5
"4071",28.2,19,6.3,2.5
"4072",28.2,20,6.3,2.5
"4073",30.6,20,7.9,2.9
"4074",30.6,19.7,7.9,2.9
"4075",31.3,19.7,7.5,2.7
"4076",31.3,18.7,7.5,2.7
"4077",25.8,18.7,0,2.8
"4078",25.8,22,0,2.8
"4079",28.8,22,5.5,1.1
"4080",28.8,20.2,5.5,1.1
"4081",28.6,20.2,6.9,1.7
"4082",28.6,20.6,6.9,1.7
"4083",25.9,20.6,2.2,1.9
"4084",25.9,19,2.2,1.9
"4085",25.9,19,3.4,1.1
"4086",25.9,20,3.4,1.1
"4087",25.4,20,4.3,1.2
"4088",25.4,18.4,4.3,1.2
"4089",27.2,18.4,8.4,1.8
"4090",27.2,17.2,8.4,1.8
"4091",27,17.2,3.8,2.7
"4092",27,18.1,3.8,2.7
"4093",27.2,18.1,2,1.9
"4094",27.2,17,2,1.9
"4095",21.2,17,0,3
"4096",21.2,17.8,0,3
"4097",20.6,17.8,3.8,1.5
"4098",20.6,15.5,3.8,1.5
"4099",21.7,15.5,9.4,2.8
"4100",21.7,13,9.4,2.8
"4101",23.4,13,8.1,2.7
"4102",23.4,13.3,8.1,2.7
"4103",25.8,13.3,8.8,2.2
"4104",25.8,15,8.8,2.2
"4105",27.2,15,7.8,3.1
"4106",27.2,15,7.8,3.1
"4107",20.8,15,1.7,3
"4108",20.8,15.8,1.7,3
"4109",22.8,15.8,8.7,1.3
"4110",22.8,11,8.7,1.3
"4111",25.1,11,8.8,4
"4112",25.1,13,8.8,4
"4113",27.2,13,8.5,3.7
"4114",27.2,11,8.5,3.7
"4115",26.8,11,4.1,3
"4116",26.8,13,4.1,3
"4117",23.2,13,2.9,1.9
"4118",23.2,16.9,2.9,1.9
"4119",25,16.9,8.4,1.1
"4120",25,13.3,8.4,1.1
"4121",25.5,13.3,8.3,2
"4122",25.5,13.3,8.3,2
"4123",27.4,13.3,8.4,2.1
"4124",27.4,13.7,8.4,2.1
"4125",22,13.7,2.8,2.2
"4126",22,16.8,2.8,2.2
"4127",17.6,16.8,8.1,2
"4128",17.6,9.6,8.1,2
"4129",16,9.6,0,3.3
"4130",16,12.6,0,3.3
"4131",21.2,12.6,2.3,1.4
"4132",21.2,13.3,2.3,1.4
"4133",20.8,13.3,7.4,2
"4134",20.8,11.5,7.4,2
"4135",21.1,11.5,7.1,2.5
"4136",21.1,10.2,7.1,2.5
"4137",22.4,10.2,6,1.5
"4138",22.4,13.8,6,1.5
"4139",23.8,13.8,5,1.1
"4140",23.8,15.3,5,1.1
"4141",20.4,15.3,1.4,1.6
"4142",20.4,15.3,1.4,1.6
"4143",18.8,15.3,0,0.7
"4144",18.8,14.2,0,0.7
"4145",22,14.2,6.3,0.4
"4146",22,15.5,6.3,0.4
"4147",20.7,15.5,5,1.5
"4148",20.7,15.2,5,1.5
"4149",20.1,15.2,7,1
"4150",20.1,12.8,7,1
"4151",21.3,12.8,6.1,1.5
"4152",21.3,14,6.1,1.5
"4153",22.2,14,6.1,1.5
"4154",22.2,9.8,6.1,1.5
"4155",24,9.8,7.5,1.2
"4156",24,10.4,7.5,1.2
"4157",24.6,10.4,7.7,2.2
"4158",24.6,13.5,7.7,2.2
"4159",24.6,13.5,7.6,2.3
"4160",24.6,11.8,7.6,2.3
"4161",25.7,11.8,7.3,2.5
"4162",25.7,12,7.3,2.5
"4163",18.9,12,0,2.9
"4164",18.9,15,0,2.9
"4165",16,15,0,0.4
"4166",16,13.2,0,0.4
"4167",16.8,13.2,5.8,0.6
"4168",16.8,10,5.8,0.6
"4169",16.6,10,6.7,1.8
"4170",16.6,7,6.7,1.8
"4171",16.7,7,6.9,1.7
"4172",16.7,5.6,6.9,1.7
"4173",19,5.6,4.8,1.1
"4174",19,5.6,4.8,1.1
"4175",21.8,5.6,7.3,0.8
"4176",21.8,13.2,7.3,0.8
"4177",23.9,13.2,7.4,1.4
"4178",23.9,10,7.4,1.4
"4179",25.2,10,4.1,1.5
"4180",25.2,14.3,4.1,1.5
"4181",20.9,14.3,6.3,1.6
"4182",20.9,13.2,6.3,1.6
"4183",18.2,13.2,3.2,1.4
"4184",18.2,10,3.2,1.4
"4185",19.4,10,0,0.7
"4186",19.4,15,0,0.7
"4187",19.8,15,2.5,0.6
"4188",19.8,13.6,2.5,0.6
"4189",19.6,13.6,5.7,0.3
"4190",19.6,12.7,5.7,0.3
"4191",21.3,12.7,6.6,0.8
"4192",21.3,12,6.6,0.8
"4193",20.2,12,0.2,2.4
"4194",20.2,15.8,0.2,2.4
"4195",20,15.8,1.5,1.4
"4196",20,16.6,1.5,1.4
"4197",19,16.6,6.4,1
"4198",19,10.3,6.4,1
"4199",23,10.3,6.7,1.6
"4200",23,9.8,6.7,1.6
"4201",27.6,9.8,6.7,1.8
"4202",27.6,14,6.7,1.8
"4203",31.6,14,7.6,2.3
"4204",31.6,17,7.6,2.3
"4205",28.4,17,7.6,3.1
"4206",28.4,17,7.6,3.1
"4207",19.6,17,0,0.7
"4208",19.6,14.6,0,0.7
"4209",15.2,14.6,1.3,2.6
"4210",15.2,10.8,1.3,2.6
"4211",17.2,10.8,5.8,1.1
"4212",17.2,6.4,5.8,1.1
"4213",24.4,6.4,7.3,1.3
"4214",24.4,7.6,7.3,1.3
"4215",21.5,7.6,1.5,1.6
"4216",21.5,13.3,1.5,1.6
"4217",17.9,13.3,0,0.5
"4218",17.9,14.8,0,0.5
"4219",17.9,14.8,6.5,1.1
"4220",17.9,11.2,6.5,1.1
"4221",17.5,11.2,3.4,1.3
"4222",17.5,10,3.4,1.3
"4223",21.6,10,3.8,1.4
"4224",21.6,12.4,3.8,1.4
"4225",27.5,12.4,7.7,1.4
"4226",27.5,13.7,7.7,1.4
"4227",27.2,13.7,3.4,3
"4228",27.2,12.2,3.4,3
"4229",18.5,12.2,0,1.7
"4230",18.5,13,0,1.7
"4231",21.2,13,7,0.6
"4232",21.2,11,7,0.6
"4233",20.1,11,3.9,1.1
"4234",20.1,14.2,3.9,1.1
"4235",26.4,14.2,5.4,1.3
"4236",26.4,13,5.4,1.3
"4237",29,13,5.6,2.2
"4238",29,15.2,5.6,2.2
"4239",16,15.2,1.2,2.8
"4240",16,11.6,1.2,2.8
"4241",17.2,11.6,5.5,1.5
"4242",17.2,10.2,5.5,1.5
"4243",17.2,10.2,2.9,1.2
"4244",17.2,6,2.9,1.2
"4245",20.1,6,5.1,0.8
"4246",20.1,11,5.1,0.8
"4247",20.8,11,7,1.3
"4248",20.8,8.9,7,1.3
"4249",21.5,8.9,3.1,0.9
"4250",21.5,11.5,3.1,0.9
"4251",18.8,11.5,0.1,0.9
"4252",18.8,14.6,0.1,0.9
"4253",22.2,14.6,5,0.7
"4254",22.2,12.6,5,0.7
"4255",21.5,12.6,5.1,0.8
"4256",21.5,13.1,5.1,0.8
"4257",23,13.1,6.3,0.9
"4258",23,12.8,6.3,0.9
"4259",24.2,12.8,5.9,0.8
"4260",24.2,14.5,5.9,0.8
"4261",26.4,14.5,7.2,1.4
"4262",26.4,12,7.2,1.4
"4263",28.2,12,3.2,2.4
"4264",28.2,15,3.2,2.4
"4265",21.4,15,4.5,2.7
"4266",21.4,13.6,4.5,2.7
"4267",19.4,13.6,7.2,1.7
"4268",19.4,7.7,7.2,1.7
"4269",25.6,7.7,6.4,1.8
"4270",25.6,9.5,6.4,1.8
"4271",32,9.5,7.6,2.3
"4272",32,17.8,7.6,2.3
"4273",31.5,17.8,7.3,4.5
"4274",31.5,18.7,7.3,4.5
"4275",22.8,18.7,0,3.7
"4276",22.8,15.2,0,3.7
"4277",16.8,15.2,0,0.2
"4278",16.8,14.8,0,0.2
"4279",20.2,14.8,0,0.8
"4280",20.2,16.2,0,0.8
"4281",24.3,16.2,5.6,0.5
"4282",24.3,16.1,5.6,0.5
"4283",24.8,16.1,5.9,1
"4284",24.8,15.8,5.9,1
"4285",24,15.8,5.5,1.2
"4286",24,15,5.5,1.2
"4287",25.3,15,7.2,1.8
"4288",25.3,10.2,7.2,1.8
"4289",28,10.2,7.6,1.7
"4290",28,14,7.6,1.7
"4291",30,14,7.7,3.5
"4292",30,15,7.7,3.5
"4293",21.6,15,1,4.9
"4294",21.6,16,1,4.9
"4295",20,16,0,1.2
"4296",20,16.4,0,1.2
"4297",20.2,16.4,0,0.1
"4298",20.2,18.2,0,0.1
"4299",21,18.2,0,1.1
"4300",21,18.2,0,1.1
"4301",20.8,18.2,0.1,1.2
"4302",20.8,17,0.1,1.2
"4303",20.6,17,4.3,0.4
"4304",20.6,15.2,4.3,0.4
"4305",15.2,15.2,3.5,0.9
"4306",15.2,10,3.5,0.9
"4307",13.2,10,7.5,4.7
"4308",13.2,4,7.5,4.7
"4309",13,4,5.9,1.6
"4310",13,3.3,5.9,1.6
"4311",14.4,3.3,5.6,1.1
"4312",14.4,3.1,5.6,1.1
"4313",15.4,3.1,5.9,1.2
"4314",15.4,3.2,5.9,1.2
"4315",19.2,3.2,3.3,1.4
"4316",19.2,8.4,3.3,1.4
"4317",22.4,8.4,5.8,1
"4318",22.4,12.4,5.8,1
"4319",24.5,12.4,3.1,1.3
"4320",24.5,14.4,3.1,1.3
"4321",20.1,14.4,0,1.2
"4322",20.1,14.4,0,1.2
"4323",31.8,14.4,7.9,0.2
"4324",31.8,14.8,7.9,0.2
"4325",25,14.8,7.7,3
"4326",25,17,7.7,3
"4327",32.3,17,5.9,2.1
"4328",32.3,17.4,5.9,2.1
"4329",21.8,17.4,8.4,4.5
"4330",21.8,13,8.4,4.5
"4331",20.4,13,0,2.7
"4332",20.4,12.5,0,2.7
"4333",27.6,12.5,5.5,0.8
"4334",27.6,16.4,5.5,0.8
"4335",23,16.4,1.3,1.3
"4336",23,16.6,1.3,1.3
"4337",24.5,16.6,0,0.7
"4338",24.5,17.3,0,0.7
"4339",19.2,17.3,0,1.3
"4340",19.2,14.2,0,1.3
"4341",14.2,14.2,0,1.2
"4342",14.2,11.2,0,1.2
"4343",16.5,11.2,0,0.5
"4344",16.5,12,0,0.5
"4345",16.2,12,0,0.9
"4346",16.2,11,0,0.9
"4347",16.4,11,8.3,0.4
"4348",16.4,7.3,8.3,0.4
"4349",16.9,7.3,7.8,1.9
"4350",16.9,6.9,7.8,1.9
"4351",14.1,6.9,8.4,2.9
"4352",14.1,4.8,8.4,2.9
"4353",17.8,4.8,8.5,1.8
"4354",17.8,2.7,8.5,1.8
"4355",22.5,2.7,8.5,2.3
"4356",22.5,6.8,8.5,2.3
"4357",27.1,6.8,8.6,3.1
"4358",27.1,8.8,8.6,3.1
"4359",30.4,8.8,8.6,4.2
"4360",30.4,10.8,8.6,4.2
"4361",21.8,10.8,0,4.2
"4362",21.8,15.8,0,4.2
"4363",16.9,15.8,1,1.5
"4364",16.9,13.7,1,1.5
"4365",15.8,13.7,8.3,1.9
"4366",15.8,7.7,8.3,1.9
"4367",17.4,7.7,8.9,2
"4368",17.4,5.8,8.9,2
"4369",21,5.8,8,1.9
"4370",21,8.2,8,1.9
"4371",23.8,8.2,4.9,2.2
"4372",23.8,12.6,4.9,2.2
"4373",20.7,12.6,3,1.7
"4374",20.7,13.3,3,1.7
"4375",17.8,13.3,2.1,1.1
"4376",17.8,11.8,2.1,1.1
"4377",15.4,11.8,9.6,2.5
"4378",15.4,8,9.6,2.5
"4379",13,8,9.1,3.5
"4380",13,5,9.1,3.5
"4381",14.8,5,9.8,2.4
"4382",14.8,3.8,9.8,2.4
"4383",16.9,3.8,9,2.1
"4384",16.9,4.4,9,2.1
"4385",22.4,4.4,9.4,1.9
"4386",22.4,7.6,9.4,1.9
"4387",25.2,7.6,3.9,3.2
"4388",25.2,11.9,3.9,3.2
"4389",22.2,11.9,3.2,1.5
"4390",22.2,14.8,3.2,1.5
"4391",25.4,14.8,9,1.8
"4392",25.4,10,9,1.8
"4393",32.2,10,7,2.5
"4394",32.2,15.9,7,2.5
"4395",25.1,15.9,4.1,4
"4396",25.1,15.4,4.1,4
"4397",17.2,15.4,0,1.3
"4398",17.2,13.8,0,1.3
"4399",22.2,13.8,2.6,0.5
"4400",22.2,15.4,2.6,0.5
"4401",20.4,15.4,0,0.8
"4402",20.4,15,0,0.8
"4403",20.6,15,10,0.7
"4404",20.6,8.2,10,0.7
"4405",24,8.2,8.4,3
"4406",24,12,8.4,3
"4407",25.8,12,9.8,2.3
"4408",25.8,12,9.8,2.3
"4409",27.5,12,8.5,1.8
"4410",27.5,12.4,8.5,1.8
"4411",20.4,12.4,0,2.1
"4412",20.4,16.4,0,2.1
"4413",22,16.4,1.1,0.3
"4414",22,15.4,1.1,0.3
"4415",28,15.4,7.6,1.5
"4416",28,15,7.6,1.5
"4417",23,15,0.3,1
"4418",23,16.2,0.3,1
"4419",19.6,16.2,10.3,1.9
"4420",19.6,11,10.3,1.9
"4421",20.9,11,9.9,1.8
"4422",20.9,8,9.9,1.8
"4423",23,8,10.4,2.4
"4424",23,10.9,10.4,2.4
"4425",27.2,10.9,7.8,3.2
"4426",27.2,11.6,7.8,3.2
"4427",24,11.6,0.3,2.6
"4428",24,16.5,0.3,2.6
"4429",22,16.5,9.1,1.2
"4430",22,13.8,9.1,1.2
"4431",25,13.8,10.6,2.2
"4432",25,11.9,10.6,2.2
"4433",25.4,11.9,0.9,2.6
"4434",25.4,15.3,0.9,2.6
"4435",27.8,15.3,10.4,1.3
"4436",27.8,16.4,10.4,1.3
"4437",29.8,16.4,9.3,1.7
"4438",29.8,15.4,9.3,1.7
"4439",30.7,15.4,5.2,2.1
"4440",30.7,18.6,5.2,2.1
"4441",24.7,18.6,0.2,2.5
"4442",24.7,16.1,0.2,2.5
"4443",24.4,16.1,4.9,1.1
"4444",24.4,12,4.9,1.1
"4445",20.2,12,0.3,1.9
"4446",20.2,14,0.3,1.9
"4447",23.4,14,10.1,1.3
"4448",23.4,13,10.1,1.3
"4449",30.5,13,10.3,2.5
"4450",30.5,12.9,10.3,2.5
"4451",35,12.9,8.9,2.3
"4452",35,17.7,8.9,2.3
"4453",29.1,17.7,0.2,3
"4454",29.1,18.6,0.2,3
"4455",25.2,18.6,2.8,1.1
"4456",25.2,16,2.8,1.1
"4457",27.8,16,9.5,1.5
"4458",27.8,19,9.5,1.5
"4459",31.6,19,11.1,2.1
"4460",31.6,20,11.1,2.1
"4461",25.6,20,0,2.4
"4462",25.6,19.6,0,2.4
"4463",23.4,19.6,9.1,1
"4464",23.4,16.4,9.1,1
"4465",24.5,16.4,11.5,2
"4466",24.5,12,11.5,2
"4467",24,12,0.2,2.8
"4468",24,15,0.2,2.8
"4469",20.5,15,0.2,2.4
"4470",20.5,17,0.2,2.4
"4471",22.7,17,2,1.3
"4472",22.7,15.6,2,1.3
"4473",25.8,15.6,11.8,2.7
"4474",25.8,12,11.8,2.7
"4475",28,12,11.4,2.5
"4476",28,13,11.4,2.5
"4477",30.4,13,11.7,2.7
"4478",30.4,15.1,11.7,2.7
"4479",31.8,15.1,11.6,3.2
"4480",31.8,17.2,11.6,3.2
"4481",33.3,17.2,11.3,3.9
"4482",33.3,18.8,11.3,3.9
"4483",29.4,18.8,3.7,4.7
"4484",29.4,17.2,3.7,4.7
"4485",24.4,17.2,9.4,2
"4486",24.4,14.9,9.4,2
"4487",28.8,14.9,9.9,2.8
"4488",28.8,16,9.9,2.8
"4489",31.8,16,6.6,3.1
"4490",31.8,17.5,6.6,3.1
"4491",30.4,17.5,11.3,3.1
"4492",30.4,20,11.3,3.1
"4493",26.8,20,0,2.6
"4494",26.8,20.2,0,2.6
"4495",25.6,20.2,0.1,1
"4496",25.6,19.7,0.1,1
"4497",26.6,19.7,4.8,0.8
"4498",26.6,19,4.8,0.8
"4499",28,19,9.7,2
"4500",28,16,9.7,2
"4501",24,16,3.8,3.1
"4502",24,16.7,3.8,3.1
"4503",29.4,16.7,7.3,2.8
"4504",29.4,18.4,7.3,2.8
"4505",25.8,18.4,0.6,2.2
"4506",25.8,19.9,0.6,2.2
"4507",23.6,19.9,11.7,0.4
"4508",23.6,16.1,11.7,0.4
"4509",22,16.1,12.2,3.9
"4510",22,11.8,12.2,3.9
"4511",23.8,11.8,12,2.6
"4512",23.8,10.2,12,2.6
"4513",27.6,10.2,12.1,3.2
"4514",27.6,12,12.1,3.2
"4515",23,12,4.1,3.4
"4516",23,15,4.1,3.4
"4517",26.8,15,12.1,2.8
"4518",26.8,15,12.1,2.8
"4519",29.2,15,12.2,3.5
"4520",29.2,15.8,12.2,3.5
"4521",32.1,15.8,12.5,4
"4522",32.1,17,12.5,4
"4523",34.4,17,11.7,4
"4524",34.4,18.4,11.7,4
"4525",36.4,18.4,8.9,4.7
"4526",36.4,21.8,8.9,4.7
"4527",23.5,21.8,0,3.8
"4528",23.5,19.7,0,3.8
"4529",20.5,19.7,0,0.4
"4530",20.5,17.2,0,0.4
"4531",17.6,17.2,0,0.7
"4532",17.6,15.5,0,0.7
"4533",25,15.5,7.9,0.5
"4534",25,15.2,7.9,0.5
"4535",29.6,15.2,12.3,2.1
"4536",29.6,15,12.3,2.1
"4537",31.5,15,12.1,2.6
"4538",31.5,18.8,12.1,2.6
"4539",30.6,18.8,12.2,3.8
"4540",30.6,15.8,12.2,3.8
"4541",33.2,15.8,7.5,2.9
"4542",33.2,19.8,7.5,2.9
"4543",25,19.8,0,2.3
"4544",25,21,0,2.3
"4545",25.4,21,3.3,0.7
"4546",25.4,19.6,3.3,0.7
"4547",24.1,19.6,2.4,1.8
"4548",24.1,17.8,2.4,1.8
"4549",27.6,17.8,3.7,2.4
"4550",27.6,18,3.7,2.4
"4551",23.4,18,0,1.6
"4552",23.4,19.4,0,1.6
"4553",27,19.4,11,1.2
"4554",27,17.6,11,1.2
"4555",31,17.6,12.5,2.8
"4556",31,16.5,12.5,2.8
"4557",33.6,16.5,11,3.5
"4558",33.6,19,11,3.5
"4559",35.2,19,11.2,4.1
"4560",35.2,21.8,11.2,4.1
"4561",28.4,21.8,10.8,4.1
"4562",28.4,21.4,10.8,4.1
"4563",27.4,21.4,2.3,2.5
"4564",27.4,18.2,2.3,2.5
"4565",25.5,18.2,3.6,2.1
"4566",25.5,20.6,3.6,2.1
"4567",27,20.6,11.6,1.7
"4568",27,17,11.6,1.7
"4569",27.8,17,11.3,3.3
"4570",27.8,17.8,11.3,3.3
"4571",29.5,17.8,3.7,2.9
"4572",29.5,18.4,3.7,2.9
"4573",29.8,18.4,6.8,2.1
"4574",29.8,20.4,6.8,2.1
"4575",31.6,20.4,12.5,2.1
"4576",31.6,21,12.5,2.1
"4577",34,21,12.6,3.3
"4578",34,21.8,12.6,3.3
"4579",31.3,21.8,4.9,3.5
"4580",31.3,21,4.9,3.5
"4581",37.2,21,11.3,2.9
"4582",37.2,21.8,11.3,2.9
"4583",35.8,21.8,11.6,4.4
"4584",35.8,22,11.6,4.4
"4585",33.6,22,11.9,2.5
"4586",33.6,22.2,11.9,2.5
"4587",37.6,22.2,6.2,2.7
"4588",37.6,22.4,6.2,2.7
"4589",30.2,22.4,1.3,3.2
"4590",30.2,23.6,1.3,3.2
"4591",34.2,23.6,5.3,1.2
"4592",34.2,22,5.3,1.2
"4593",32.2,22,2.2,3.8
"4594",32.2,23.6,2.2,3.8
"4595",28.7,23.6,6.7,1.2
"4596",28.7,20,6.7,1.2
"4597",31.6,20,12.3,2.2
"4598",31.6,19,12.3,2.2
"4599",35.2,19,9.2,3.3
"4600",35.2,20.7,9.2,3.3
"4601",28,20.7,0.8,3.4
"4602",28,20.9,0.8,3.4
"4603",28.6,20.9,5,2
"4604",28.6,22,5,2
"4605",29.4,22,12,1.4
"4606",29.4,21.2,12,1.4
"4607",30.6,21.2,12.5,2.9
"4608",30.6,17.2,12.5,2.9
"4609",32,17.2,12.4,3.6
"4610",32,18,12.4,3.6
"4611",33.4,18,9.3,3.4
"4612",33.4,22,9.3,3.4
"4613",35,22,11.7,3.1
"4614",35,22.6,11.7,3.1
"4615",33.5,22.6,12.5,3.6
"4616",33.5,21.6,12.5,3.6
"4617",35.4,21.6,13,2.7
"4618",35.4,22.2,13,2.7
"4619",34.5,22.2,12.1,4.2
"4620",34.5,23.6,12.1,4.2
"4621",34,23.6,1.3,3.2
"4622",34,24.7,1.3,3.2
"4623",33.6,24.7,6.5,2.2
"4624",33.6,23.6,6.5,2.2
"4625",32,23.6,9.2,1.8
"4626",32,24,9.2,1.8
"4627",29,24,9.4,2.4
"4628",29,22,9.4,2.4
"4629",29.6,22,12.3,2.5
"4630",29.6,19.1,12.3,2.5
"4631",28.4,19.1,8.1,3.7
"4632",28.4,20.8,8.1,3.7
"4633",32.7,20.8,11.8,3.3
"4634",32.7,20.6,11.8,3.3
"4635",36.4,20.6,10.2,3
"4636",36.4,22.2,10.2,3
"4637",33.5,22.2,1.6,3.7
"4638",33.5,24.3,1.6,3.7
"4639",29.6,24.3,7.4,1.8
"4640",29.6,24,7.4,1.8
"4641",32.6,24,9.6,1.7
"4642",32.6,20.7,9.6,1.7
"4643",28,20.7,4.8,5
"4644",28,20.6,4.8,5
"4645",28.5,20.6,12.4,2.6
"4646",28.5,15,12.4,2.6
"4647",28.8,15,11.6,3.8
"4648",28.8,16.7,11.6,3.8
"4649",30,16.7,0,3.4
"4650",30,20.4,0,3.4
"4651",28.4,20.4,4.6,4
"4652",28.4,20.2,4.6,4
"4653",33.6,20.2,8.6,1.6
"4654",33.6,20,8.6,1.6
"4655",26.8,20,0,3.5
"4656",26.8,19.6,0,3.5
"4657",26.5,19.6,6.3,0.8
"4658",26.5,19,6.3,0.8
"4659",29.6,19,12.4,2.8
"4660",29.6,16.6,12.4,2.8
"4661",34.2,16.6,11.4,3.3
"4662",34.2,20.4,11.4,3.3
"4663",35.8,20.4,11.7,3.4
"4664",35.8,22.2,11.7,3.4
"4665",35.2,22.2,9.3,4
"4666",35.2,23.4,9.3,4
"4667",27.8,23.4,0,3.3
"4668",27.8,23.6,0,3.3
"4669",32.7,23.6,7.5,1.1
"4670",32.7,23.2,7.5,1.1
"4671",28.6,23.2,0,2.1
"4672",28.6,23.4,0,2.1
"4673",28.2,23.4,5,1.4
"4674",28.2,21.6,5,1.4
"4675",29.6,21.6,9.9,1.2
"4676",29.6,20.4,9.9,1.2
"4677",29.8,20.4,9.7,2.1
"4678",29.8,21,9.7,2.1
"4679",32,21,10.5,2.1
"4680",32,21,10.5,2.1
"4681",33.3,21,11.8,3.2
"4682",33.3,20.5,11.8,3.2
"4683",34,20.5,12.2,4
"4684",34,18.6,12.2,4
"4685",35.6,18.6,9.6,4.5
"4686",35.6,19,9.6,4.5
"4687",31.5,19,6.6,3.9
"4688",31.5,23.8,6.6,3.9
"4689",31.6,23.8,5.8,2.4
"4690",31.6,20.2,5.8,2.4
"4691",29.5,20.2,10.7,2.6
"4692",29.5,24,10.7,2.6
"4693",29.7,24,11.7,2.2
"4694",29.7,19,11.7,2.2
"4695",30.2,19,11.4,3
"4696",30.2,19.9,11.4,3
"4697",32.5,19.9,9.9,3.4
"4698",32.5,21.8,9.9,3.4
"4699",27.7,21.8,11.2,2.3
"4700",27.7,20,11.2,2.3
"4701",27.3,20,10.8,3.1
"4702",27.3,16.5,10.8,3.1
"4703",30.6,16.5,11.8,3.4
"4704",30.6,18.4,11.8,3.4
"4705",31,18.4,8.5,3.5
"4706",31,19.9,8.5,3.5
"4707",32.3,19.9,11.6,4
"4708",32.3,20.6,11.6,4
"4709",36.6,20.6,11.5,3
"4710",36.6,20.3,11.5,3
"4711",29.9,20.3,0.4,5.8
"4712",29.9,21,0.4,5.8
"4713",25.6,21,5,0.7
"4714",25.6,19.1,5,0.7
"4715",25.8,19.1,1.3,2.3
"4716",25.8,17.4,1.3,2.3
"4717",22.8,17.4,0,1.9
"4718",22.8,19.7,0,1.9
"4719",29.5,19.7,7.2,1.2
"4720",29.5,21,7.2,1.2
"4721",31,21,0.5,1.6
"4722",31,22.2,0.5,1.6
"4723",30.2,22.2,1.8,1.2
"4724",30.2,23,1.8,1.2
"4725",27.4,23,0.6,0.8
"4726",27.4,20.6,0.6,0.8
"4727",32.2,20.6,4.6,0.7
"4728",32.2,21.3,4.6,0.7
"4729",33.9,21.3,11,1.5
"4730",33.9,20.7,11,1.5
"4731",34.2,20.7,11.2,3
"4732",34.2,20.7,11.2,3
"4733",34.8,20.7,10.5,4.6
"4734",34.8,23.8,10.5,4.6
"4735",35.4,23.8,9.6,3.4
"4736",35.4,22.8,9.6,3.4
"4737",29,22.8,3.5,3.8
"4738",29,21.7,3.5,3.8
"4739",27,21.7,0.7,1.5
"4740",27,21.8,0.7,1.5
"4741",33.7,21.8,4.5,1.1
"4742",33.7,22,4.5,1.1
"4743",31,22,2.9,2.4
"4744",31,23.3,2.9,2.4
"4745",34.4,23.3,8.9,1.9
