Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media
83967;01/12/2005;0;;25.2;;0;3.2;20.92;80.5;1.933.333
83967;01/12/2005;1200;2;;19.8;;;;;
83967;02/12/2005;0;;24.7;;10.3;1.8;19.64;60.75;2
83967;02/12/2005;1200;3.2;;14.9;;;;;
83967;03/12/2005;0;;29.6;;11.2;3.2;22.18;61.25;1.833.333
83967;03/12/2005;1200;0;;15;;;;;
83967;04/12/2005;0;;31.8;;7.1;3.8;24.64;56.25;1.733.333
83967;04/12/2005;1200;0;;18.6;;;;;
83967;05/12/2005;0;;25.2;;0;4.1;22.58;83.5;1.533.333
83967;05/12/2005;1200;0;;21.2;;;;;
83967;06/12/2005;0;;25.2;;6.1;0.2;19.46;63.5;1.966.667
83967;06/12/2005;1200;8.8;;17.5;;;;;
83967;07/12/2005;0;;25;;8.8;2.7;19.04;63.5;2.233.333
83967;07/12/2005;1200;0.7;;13.4;;;;;
83967;08/12/2005;0;;32;;11.3;3;24.6;58.5;1.733.333
83967;08/12/2005;1200;0;;17.1;;;;;
83967;09/12/2005;0;;31.4;;10.1;3.9;24.76;73.75;1.466.667
83967;09/12/2005;1200;0;;20;;;;;
83967;10/12/2005;0;;25.3;;9;3.1;20.94;61;2.633.333
83967;10/12/2005;1200;5.1;;18.8;;;;;
83967;11/12/2005;0;;25.1;;10.8;3.6;19.9;57.25;3.8
83967;11/12/2005;1200;0;;14.5;;;;;
83967;12/12/2005;0;;28.5;;9.9;4.1;22.38;66.5;2.2
83967;12/12/2005;1200;0;;18;;;;;
83967;13/12/2005;0;;27.8;;9.7;4.4;22.56;66.75;3.866.667
83967;13/12/2005;1200;0;;18.8;;;;;
83967;14/12/2005;0;;28.1;;11;3.9;22.8;69.25;4.533.333
83967;14/12/2005;1200;0;;19.1;;;;;
83967;15/12/2005;0;;30.3;;8;3.6;23.86;69.75;1.866.667
83967;15/12/2005;1200;0;;19.6;;;;;
83967;16/12/2005;0;;33.6;;9;3.3;25.5;69.25;1.566.667
83967;16/12/2005;1200;0;;19.6;;;;;
83967;17/12/2005;0;;27.5;;7.7;3.6;23.36;79.5;2.7
83967;17/12/2005;1200;5.7;;21;;;;;
83967;18/12/2005;0;;31.1;;10.5;2.3;24.1;65.5;1.166.667
83967;18/12/2005;1200;0.2;;19;;;;;
83967;19/12/2005;0;;32;;9.1;4.1;24.54;70;3.633.333
83967;19/12/2005;1200;0;;20.7;;;;;
83967;20/12/2005;0;;27.4;;5.1;3.5;21.94;67.5;2.666.667
83967;20/12/2005;1200;0;;20;;;;;
83967;21/12/2005;0;;31.1;;10.7;3;22.74;65.25;1.8
83967;21/12/2005;1200;0;;16;;;;;
83967;22/12/2005;0;;35.3;;10.3;3.9;26.66;59.5;1.533.333
83967;22/12/2005;1200;0;;18.4;;;;;
83967;23/12/2005;0;;31.8;;3.1;4.5;26.08;78;1.466.667
83967;23/12/2005;1200;0;;22.5;;;;;
83967;24/12/2005;0;;27.6;;6;1.5;21.82;79;0.933333
83967;24/12/2005;1200;21;;17.3;;;;;
83967;25/12/2005;0;;25.2;;10.7;2.1;20.14;61.5;1.366.667
83967;25/12/2005;1200;9.3;;16.4;;;;;
83967;26/12/2005;0;;27.6;;11.4;3.2;20.82;57.25;2.333.333
83967;26/12/2005;1200;0;;13.9;;;;;
83967;27/12/2005;0;;29.1;;11.6;4;22.7;63.25;3.866.667
83967;27/12/2005;1200;0;;17;;;;;
83967;28/12/2005;0;;31.6;;12.5;3.6;24.34;64.75;2.466.667
83967;28/12/2005;1200;0;;19.2;;;;;
83967;29/12/2005;0;;28.1;;4.9;3.6;24.3;67.25;0.166667
83967;29/12/2005;1200;0;;20.3;;;;;
83967;30/12/2005;0;;34.6;;12;2.8;27.38;59;1.1
83967;30/12/2005;1200;0;;20.5;;;;;
83967;31/12/2005;0;;28.2;;0;4.4;24.74;85;1.8
83967;31/12/2005;1200;0;;22.4;;;;;
83967;01/01/2006;0;;29.7;;9.4;1.2;24.9;75.25;1.733.333
83967;01/01/2006;1200;11.6;;20.4;;;;;
83967;02/01/2006;0;;28.4;;4.7;0.9;24.3;81.5;1.633.333
83967;02/01/2006;1200;9.3;;22.2;;;;;
83967;03/01/2006;0;;27.8;;4.7;2.2;23.7;72.75;1.566.667
83967;03/01/2006;1200;38.3;;20.2;;;;;
83967;04/01/2006;0;;30.3;;11.1;2;23.54;71.5;1.533.333
83967;04/01/2006;1200;0;;18.6;;;;;
83967;05/01/2006;0;;28.6;;9.8;2.9;22.72;65.25;1.433.333
83967;05/01/2006;1200;0;;18.4;;;;;
83967;06/01/2006;0;;32;;12.6;2.7;24.72;66.75;1.333.333
83967;06/01/2006;1200;0;;17.8;;;;;
83967;07/01/2006;0;;35.7;;11.2;2.9;27.12;63;1.866.667
83967;07/01/2006;1200;0;;20.6;;;;;
83967;08/01/2006;0;;38.2;;9.8;5.5;28.58;68;2.233.333
83967;08/01/2006;1200;0;;23.5;;;;;
83967;09/01/2006;0;;35.2;;8.8;4.1;28.48;77;1.7
83967;09/01/2006;1200;4.2;;24.4;;;;;
83967;10/01/2006;0;;37.6;;11;3;29.76;61.75;2.166.667
83967;10/01/2006;1200;0;;23;;;;;
83967;11/01/2006;0;;36.2;;9.2;4.9;29.08;65;0.8
83967;11/01/2006;1200;0;;25.5;;;;;
83967;12/01/2006;0;;36.8;;12.3;4.2;29.84;55.25;1.066.667
83967;12/01/2006;1200;0;;24;;;;;
83967;13/01/2006;0;;31.6;;5.3;6.5;27.78;70.75;1.8
83967;13/01/2006;1200;0;;25.8;;;;;
83967;14/01/2006;0;;35;;6.9;3;28.42;70.75;0.866667
83967;14/01/2006;1200;0;;24.1;;;;;
83967;15/01/2006;0;;37;;8.8;3.5;30.02;58.25;1.433.333
83967;15/01/2006;1200;0;;23.9;;;;;
83967;16/01/2006;0;;37;;7.2;5;27.82;75.5;1.666.667
83967;16/01/2006;1200;0;;24;;;;;
83967;17/01/2006;0;;24;;0;3;20.36;89.5;0.9
83967;17/01/2006;1200;10.3;;18.4;;;;;
83967;18/01/2006;0;;22.8;;0;0.9;20.32;87.75;0.2
83967;18/01/2006;1200;11.6;;18.6;;;;;
83967;19/01/2006;0;;26.8;;0.4;1.1;23.04;84.5;0.8
83967;19/01/2006;1200;27.1;;19.8;;;;;
83967;20/01/2006;0;;32.9;;9.3;1.2;25.86;72;0.333333
83967;20/01/2006;1200;16.2;;20.2;;;;;
83967;21/01/2006;0;;32.2;;5.5;3.7;26.2;80.5;2.133.333
83967;21/01/2006;1200;0;;22.2;;;;;
83967;22/01/2006;0;;25.4;;0.1;1.6;23.8;92.5;1.133.333
83967;22/01/2006;1200;6.5;;23;;;;;
83967;23/01/2006;0;;23.3;;0.4;0.8;21.28;91;1.2
83967;23/01/2006;1200;17.8;;20.1;;;;;
83967;24/01/2006;0;;27.8;;0.3;1.5;23.94;89.5;0.466667
83967;24/01/2006;1200;16.6;;21.3;;;;;
83967;25/01/2006;0;;30.5;;8.5;1;25.34;80.25;1.966.667
83967;25/01/2006;1200;4.5;;22.6;;;;;
83967;26/01/2006;0;;28.2;;11.2;2.3;23.66;73.75;1.366.667
83967;26/01/2006;1200;0.2;;20.9;;;;;
83967;27/01/2006;0;;30.2;;11.6;2.8;24.14;73.5;2.566.667
83967;27/01/2006;1200;0;;18.5;;;;;
83967;28/01/2006;0;;32;;8.9;2.9;26.04;74.25;1.166.667
83967;28/01/2006;1200;0;;21;;;;;
83967;29/01/2006;0;;33;;11.4;2.7;26.66;69.25;1.6
83967;29/01/2006;1200;0;;22.1;;;;;
83967;30/01/2006;0;;34.4;;8.8;3.3;26.76;68.25;1.4
83967;30/01/2006;1200;0;;21.9;;;;;
83967;31/01/2006;0;;28.4;;5.6;3.9;23.94;71.25;1.966.667
83967;31/01/2006;1200;0;;22.5;;;;;
83967;01/02/2006;0;;30.2;;10;2.1;24.02;73.25;2.133.333
83967;01/02/2006;1200;0;;19.7;;;;;
83967;02/02/2006;0;;32;;11.6;3.3;25.78;76;1.733.333
83967;02/02/2006;1200;0;;21.3;;;;;
83967;03/02/2006;0;;35;;7.6;3.1;27.44;70.75;0.566667
83967;03/02/2006;1200;0;;21;;;;;
83967;04/02/2006;0;;35.2;;6;3.4;28.68;74.25;1.1
83967;04/02/2006;1200;0;;26;;;;;
83967;05/02/2006;0;;32.2;;2.8;3.9;28.54;69;0.766667
83967;05/02/2006;1200;0;;24.9;;;;;
83967;06/02/2006;0;;29.5;;3.9;2.9;25.04;69.25;0.933333
83967;06/02/2006;1200;0;;22.9;;;;;
83967;07/02/2006;0;;29;;11.8;3;23.24;62.25;2.633.333
83967;07/02/2006;1200;0;;17.4;;;;;
83967;08/02/2006;0;;28.1;;10.5;3.9;22.86;58.25;2.4
83967;08/02/2006;1200;0;;19.4;;;;;
83967;09/02/2006;0;;30;;11.7;4;24.08;64.75;1.566.667
83967;09/02/2006;1200;0;;18.8;;;;;
83967;10/02/2006;0;;28.2;;11.7;3.5;23.12;70;1.366.667
83967;10/02/2006;1200;0;;19;;;;;
83967;11/02/2006;0;;26.8;;5.9;3;22.48;78.75;1.366.667
83967;11/02/2006;1200;0.2;;20;;;;;
83967;12/02/2006;0;;30.5;;9.5;2.5;24.78;76.25;1.833.333
83967;12/02/2006;1200;1.4;;20.6;;;;;
83967;13/02/2006;0;;29.9;;9.2;2.4;24.96;73.75;1.366.667
83967;13/02/2006;1200;0;;22.1;;;;;
83967;14/02/2006;0;;30.6;;11.6;2.4;24.48;67.5;1.033.333
83967;14/02/2006;1200;0.4;;20;;;;;
83967;15/02/2006;0;;33;;8.4;3.6;25.08;70.75;2.3
83967;15/02/2006;1200;0;;19.8;;;;;
83967;16/02/2006;0;;25.2;;0;3.1;23.88;88.5;0.266667
83967;16/02/2006;1200;0.2;;23.2;;;;;
83967;17/02/2006;0;;31.2;;8.6;1.2;25.16;78;0.166667
83967;17/02/2006;1200;3;;21.6;;;;;
83967;18/02/2006;0;;30;;10.4;2.2;25.16;75.5;2.033.333
83967;18/02/2006;1200;0;;21;;;;;
83967;19/02/2006;0;;29.4;;4.1;2.6;25.36;79.75;2.4
83967;19/02/2006;1200;0;;23;;;;;
83967;20/02/2006;0;;28;;3.5;2.3;23.96;82.5;1.7
83967;20/02/2006;1200;0.5;;22.5;;;;;
83967;21/02/2006;0;;30.5;;5.2;1.7;24.96;75.75;2.433.333
83967;21/02/2006;1200;0.9;;21.5;;;;;
83967;22/02/2006;0;;28.8;;6.1;2.4;24.16;81.25;0.8
83967;22/02/2006;1200;0;;21;;;;;
83967;23/02/2006;0;;30;;6.1;1.6;24.48;76;1.166.667
83967;23/02/2006;1200;4.1;;21.2;;;;;
83967;24/02/2006;0;;29.8;;5.3;3.4;22.88;80.75;1.6
83967;24/02/2006;1200;26;;20.8;;;;;
83967;25/02/2006;0;;22.5;;0.5;0.8;20.52;87.25;4.3
83967;25/02/2006;1200;7.2;;18.2;;;;;
83967;26/02/2006;0;;27.3;;5.2;1.8;22.12;81.25;0.8
83967;26/02/2006;1200;44.4;;19;;;;;
83967;27/02/2006;0;;29.6;;9.8;2;22.96;70;0.6
83967;27/02/2006;1200;0.6;;17.7;;;;;
83967;28/02/2006;0;;31.7;;10.7;3;24.18;65.75;0.466667
83967;28/02/2006;1200;0;;17.8;;;;;
83967;01/03/2006;0;;32.2;;10;4.4;25.8;75.75;1.6
83967;01/03/2006;1200;0;;20.8;;;;;
83967;02/03/2006;0;;30.8;;4.3;2.5;26.12;88;0.866667
83967;02/03/2006;1200;0;;24;;;;;
83967;03/03/2006;0;;31.2;;3.5;1.5;25.88;80.5;0.6
83967;03/03/2006;1200;4.7;;24;;;;;
83967;04/03/2006;0;;27.8;;3.8;1.9;24.8;76;1.2
83967;04/03/2006;1200;0.1;;22;;;;;
83967;05/03/2006;0;;27.2;;8.7;2.7;22.2;65.75;3.133.333
83967;05/03/2006;1200;0;;18;;;;;
83967;06/03/2006;0;;28.8;;10.6;3.3;22.48;70.5;1.766.667
83967;06/03/2006;1200;0;;18;;;;;
83967;07/03/2006;0;;30.6;;10.2;3;23.28;66.25;0.433333
83967;07/03/2006;1200;0;;18;;;;;
83967;08/03/2006;0;;33.2;;10;3.5;25.64;61.75;1.033.333
83967;08/03/2006;1200;0;;18.6;;;;;
83967;09/03/2006;0;;30.8;;8.4;4.7;26.2;62.25;1.2
83967;09/03/2006;1200;0;;22;;;;;
83967;10/03/2006;0;;26.3;;6.9;4.6;22.22;65;1.966.667
83967;10/03/2006;1200;0;;20.5;;;;;
83967;11/03/2006;0;;28;;10.1;3.3;21.38;62.5;1.733.333
83967;11/03/2006;1200;0;;14.9;;;;;
83967;12/03/2006;0;;30.8;;6.3;4.2;23.78;70.75;1.066.667
83967;12/03/2006;1200;0;;19;;;;;
83967;13/03/2006;0;;32.2;;9.1;3.5;25;69.5;1.5
83967;13/03/2006;1200;0;;19.7;;;;;
83967;14/03/2006;0;;33.4;;10.5;4;25.42;69.25;1.866.667
83967;14/03/2006;1200;0;;20.6;;;;;
83967;15/03/2006;0;;34.8;;10.3;3.8;26.28;67.25;1.166.667
83967;15/03/2006;1200;0;;20.2;;;;;
83967;16/03/2006;0;;36.2;;9.9;3.5;27.12;58.75;0.766667
83967;16/03/2006;1200;0;;21;;;;;
83967;17/03/2006;0;;37;;10.4;4.2;28.52;56.25;0.9
83967;17/03/2006;1200;0;;20.6;;;;;
83967;18/03/2006;0;;30;;5.8;4.7;26.12;80.75;4
83967;18/03/2006;1200;0;;23.8;;;;;
83967;19/03/2006;0;;26.6;;0;1.6;23.76;95.25;0.933333
83967;19/03/2006;1200;1.7;;22.6;;;;;
83967;20/03/2006;0;;29.4;;3.6;0.6;24.62;86.75;1.1
83967;20/03/2006;1200;37.4;;22.5;;;;;
83967;21/03/2006;0;;28.2;;10;2.2;23.44;68.5;1.966.667
83967;21/03/2006;1200;1.7;;20;;;;;
83967;22/03/2006;0;;29.6;;3;2.8;25;82.25;1.666.667
83967;22/03/2006;1200;0;;21;;;;;
83967;23/03/2006;0;;27.4;;0.3;1.9;25.26;87.5;1.1
83967;23/03/2006;1200;0.2;;24.1;;;;;
83967;24/03/2006;0;;31.6;;10;3.5;25.76;74.75;3.1
83967;24/03/2006;1200;10.2;;23;;;;;
83967;25/03/2006;0;;25.4;;0;2.8;22.3;78;1.966.667
83967;25/03/2006;1200;0;;20.9;;;;;
83967;26/03/2006;0;;25.4;;9.2;2.2;20.42;63;1.633.333
83967;26/03/2006;1200;1.7;;17.9;;;;;
83967;27/03/2006;0;;29.2;;9.3;3.2;22.06;69;0.666667
83967;27/03/2006;1200;0;;15.6;;;;;
83967;28/03/2006;0;;28.3;;5.1;2.5;22.9;80;1.2
83967;28/03/2006;1200;11;;20;;;;;
83967;29/03/2006;0;;23;;3.8;1.9;19.02;69.75;1.633.333
83967;29/03/2006;1200;12.5;;17.5;;;;;
83967;30/03/2006;0;;25.5;;10;2;18.58;63.5;0.733333
83967;30/03/2006;1200;0;;14;;;;;
83967;31/03/2006;0;;27.6;;9.8;2.8;20.6;72.5;1.7
83967;31/03/2006;1200;0;;14;;;;;
83967;01/04/2006;0;;29.9;;9.1;2.7;22.42;75.75;0.433333
83967;01/04/2006;1200;0;;16.8;;;;;
83967;02/04/2006;0;;28.2;;9.1;2.5;22.72;79;1.966.667
83967;02/04/2006;1200;0;;19;;;;;
83967;03/04/2006;0;;28.2;;6.3;2.5;23.38;75.75;1.533.333
83967;03/04/2006;1200;0;;20;;;;;
83967;04/04/2006;0;;30.6;;7.9;2.9;23.78;71;0.9
83967;04/04/2006;1200;0;;19.7;;;;;
83967;05/04/2006;0;;31.3;;7.5;2.7;24.3;66.25;0.7
83967;05/04/2006;1200;0;;18.7;;;;;
83967;06/04/2006;0;;25.8;;0;2.8;23.2;86;0.333333
83967;06/04/2006;1200;0;;22;;;;;
83967;07/04/2006;0;;28.8;;5.5;1.1;22.96;83.5;0.666667
83967;07/04/2006;1200;0;;20.2;;;;;
83967;08/04/2006;0;;28.6;;6.9;1.7;23.14;80;0.666667
83967;08/04/2006;1200;0;;20.6;;;;;
83967;09/04/2006;0;;25.9;;2.2;1.9;21.94;85.25;0.233333
83967;09/04/2006;1200;0;;19;;;;;
83967;10/04/2006;0;;25.9;;3.4;1.1;21.84;84.75;1.1
83967;10/04/2006;1200;0.2;;20;;;;;
83967;11/04/2006;0;;25.4;;4.3;1.2;21.14;80;2.033.333
83967;11/04/2006;1200;0;;18.4;;;;;
83967;12/04/2006;0;;27.2;;8.4;1.8;21.52;75.75;2
83967;12/04/2006;1200;0;;17.2;;;;;
83967;13/04/2006;0;;27;;3.8;2.7;21.12;77.75;0.866667
83967;13/04/2006;1200;0;;18.1;;;;;
83967;14/04/2006;0;;27.2;;2;1.9;21.34;73;0.633333
83967;14/04/2006;1200;0;;17;;;;;
83967;15/04/2006;0;;21.2;;0;3;18.92;89;1.166.667
83967;15/04/2006;1200;0;;17.8;;;;;
83967;16/04/2006;0;;20.6;;3.8;1.5;16.9;65;2.1
83967;16/04/2006;1200;1.2;;15.5;;;;;
83967;17/04/2006;0;;21.7;;9.4;2.8;16.4;67.75;2.666.667
83967;17/04/2006;1200;0;;13;;;;;
83967;18/04/2006;0;;23.4;;8.1;2.7;17.3;74;0.633333
83967;18/04/2006;1200;0;;13.3;;;;;
83967;19/04/2006;0;;25.8;;8.8;2.2;19.4;70.25;1.233.333
83967;19/04/2006;1200;0;;15;;;;;
83967;20/04/2006;0;;27.2;;7.8;3.1;20.04;71;0.366667
83967;20/04/2006;1200;0;;15;;;;;
83967;21/04/2006;0;;20.8;;1.7;3;17.06;87.5;2.1
83967;21/04/2006;1200;6.9;;15.8;;;;;
83967;22/04/2006;0;;22.8;;8.7;1.3;16.2;60;1.433.333
83967;22/04/2006;1200;8.4;;11;;;;;
83967;23/04/2006;0;;25.1;;8.8;4;18;61.25;1.633.333
83967;23/04/2006;1200;0;;13;;;;;
83967;24/04/2006;0;;27.2;;8.5;3.7;18.2;63.25;0.2
83967;24/04/2006;1200;0.1;;11;;;;;
83967;25/04/2006;0;;26.8;;4.1;3;18.82;80.25;0.566667
83967;25/04/2006;1200;0.1;;13;;;;;
83967;26/04/2006;0;;23.2;;2.9;1.9;18.74;86.25;0.533333
83967;26/04/2006;1200;0.5;;16.9;;;;;
83967;27/04/2006;0;;25;;8.4;1.1;18.44;75;0.533333
83967;27/04/2006;1200;0.1;;13.3;;;;;
83967;28/04/2006;0;;25.5;;8.3;2;18.3;78.5;0.566667
83967;28/04/2006;1200;0.1;;13.3;;;;;
83967;29/04/2006;0;;27.4;;8.4;2.1;19.78;77.25;0.7
83967;29/04/2006;1200;0;;13.7;;;;;
83967;30/04/2006;0;;22;;2.8;2.2;18.28;80.5;1
83967;30/04/2006;1200;0;;16.8;;;;;
83967;01/05/2006;0;;17.6;;8.1;2;13.4;61.25;3.866.667
83967;01/05/2006;1200;0;;9.6;;;;;
83967;02/05/2006;0;;16;;0;3.3;14.08;81.5;4.7
83967;02/05/2006;1200;0;;12.6;;;;;
83967;03/05/2006;0;;21.2;;2.3;1.4;16.44;77.5;2.433.333
83967;03/05/2006;1200;3.1;;13.3;;;;;
83967;04/05/2006;0;;20.8;;7.4;2;15.54;75;1.033.333
83967;04/05/2006;1200;2.1;;11.5;;;;;
83967;05/05/2006;0;;21.1;;7.1;2.5;14.7;75.5;0.7
83967;05/05/2006;1200;0;;10.2;;;;;
83967;06/05/2006;0;;22.4;;6;1.5;17.08;87.25;2.033.333
83967;06/05/2006;1200;0;;13.8;;;;;
83967;07/05/2006;0;;23.8;;5;1.1;18.1;80;1.3
83967;07/05/2006;1200;0;;15.3;;;;;
83967;08/05/2006;0;;20.4;;1.4;1.6;16.7;93.25;0.1
83967;08/05/2006;1200;2.3;;15.3;;;;;
83967;09/05/2006;0;;18.8;;0;0.7;16.34;89.25;0.7
83967;09/05/2006;1200;8.1;;14.2;;;;;
83967;10/05/2006;0;;22;;6.3;0.4;17.52;83.75;2.133.333
83967;10/05/2006;1200;1.3;;15.5;;;;;
83967;11/05/2006;0;;20.7;;5;1.5;17.04;81.5;0.7
83967;11/05/2006;1200;0;;15.2;;;;;
83967;12/05/2006;0;;20.1;;7;1;15.66;76;1.2
83967;12/05/2006;1200;0.1;;12.8;;;;;
83967;13/05/2006;0;;21.3;;6.1;1.5;15.78;82.75;1.633.333
83967;13/05/2006;1200;0.3;;14;;;;;
83967;14/05/2006;0;;22.2;;6.1;1.5;14.8;83.5;0.333333
83967;14/05/2006;1200;0;;9.8;;;;;
83967;15/05/2006;0;;24;;7.5;1.2;15.9;80.5;1
83967;15/05/2006;1200;0;;10.4;;;;;
83967;16/05/2006;0;;24.6;;7.7;2.2;17.24;76;0.466667
83967;16/05/2006;1200;0;;13.5;;;;;
83967;17/05/2006;0;;24.6;;7.6;2.3;16.62;76.75;0.233333
83967;17/05/2006;1200;0;;11.8;;;;;
83967;18/05/2006;0;;25.7;;7.3;2.5;17.86;75.75;0.533333
83967;18/05/2006;1200;0;;12;;;;;
83967;19/05/2006;0;;18.9;;0;2.9;16.36;92.5;0.733333
83967;19/05/2006;1200;0.4;;15;;;;;
83967;20/05/2006;0;;16;;0;0.4;14.04;93;0.6
83967;20/05/2006;1200;51;;13.2;;;;;
83967;21/05/2006;0;;16.8;;5.8;0.6;11.7;73.25;0.533333
83967;21/05/2006;1200;1.6;;10;;;;;
83967;22/05/2006;0;;16.6;;6.7;1.8;10.26;72.25;0.8
83967;22/05/2006;1200;0;;7;;;;;
83967;23/05/2006;0;;16.7;;6.9;1.7;10.02;81.25;0.966667
83967;23/05/2006;1200;0;;5.6;;;;;
83967;24/05/2006;0;;19;;4.8;1.1;12.52;84.5;1.433.333
83967;24/05/2006;1200;0.2;;5.6;;;;;
83967;25/05/2006;0;;21.8;;7.3;0.8;15.86;79.25;1.166.667
83967;25/05/2006;1200;0.1;;13.2;;;;;
83967;26/05/2006;0;;23.9;;7.4;1.4;15.7;78.25;0
83967;26/05/2006;1200;0.1;;10;;;;;
83967;27/05/2006;0;;25.2;;4.1;1.5;19.28;85;0.6
83967;27/05/2006;1200;0;;14.3;;;;;
83967;28/05/2006;0;;20.9;;6.3;1.6;15.9;68.25;0.866667
83967;28/05/2006;1200;1;;13.2;;;;;
83967;29/05/2006;0;;18.2;;3.2;1.4;14.18;89;1.6
83967;29/05/2006;1200;0;;10;;;;;
83967;30/05/2006;0;;19.4;;0;0.7;17.12;97.25;0.566667
83967;30/05/2006;1200;65.1;;15;;;;;
83967;31/05/2006;0;;19.8;;2.5;0.6;15.36;90.25;0.433333
83967;31/05/2006;1200;35;;13.6;;;;;
83967;01/06/2006;0;;19.6;;5.7;0.3;14.68;87.75;1.1
83967;01/06/2006;1200;0.1;;12.7;;;;;
83967;02/06/2006;0;;21.3;;6.6;0.8;15.88;80.25;2.3
83967;02/06/2006;1200;0;;12;;;;;
83967;03/06/2006;0;;20.2;;0.2;2.4;17.6;75.25;0.766667
83967;03/06/2006;1200;0;;15.8;;;;;
83967;04/06/2006;0;;20;;1.5;1.4;17.3;86.75;1.633.333
83967;04/06/2006;1200;2.4;;16.6;;;;;
83967;05/06/2006;0;;19;;6.4;1;12.66;80.5;0.766667
83967;05/06/2006;1200;0.2;;10.3;;;;;
83967;06/06/2006;0;;23;;6.7;1.6;15.36;83.25;0.366667
83967;06/06/2006;1200;0.1;;9.8;;;;;
83967;07/06/2006;0;;27.6;;6.7;1.8;20.04;80.25;0.333333
83967;07/06/2006;1200;0.1;;14;;;;;
83967;08/06/2006;0;;31.6;;7.6;2.3;21.9;74;0.266667
83967;08/06/2006;1200;0;;17;;;;;
83967;09/06/2006;0;;28.4;;7.6;3.1;20.58;71.75;1.733.333
83967;09/06/2006;1200;0;;17;;;;;
83967;10/06/2006;0;;19.6;;0;0.7;15.7;95.25;0.866667
83967;10/06/2006;1200;9.4;;14.6;;;;;
83967;11/06/2006;0;;15.2;;1.3;2.6;12;76.75;0.766667
83967;11/06/2006;1200;9.9;;10.8;;;;;
83967;12/06/2006;0;;17.2;;5.8;1.1;10.84;84;0.633333
83967;12/06/2006;1200;0;;6.4;;;;;
83967;13/06/2006;0;;24.4;;7.3;1.3;14.46;84.5;0.266667
83967;13/06/2006;1200;0;;7.6;;;;;
83967;14/06/2006;0;;21.5;;1.5;1.6;17.44;90.25;0.166667
83967;14/06/2006;1200;0.1;;13.3;;;;;
83967;15/06/2006;0;;17.9;;0;0.5;15.88;91.25;0.666667
83967;15/06/2006;1200;1.6;;14.8;;;;;
83967;16/06/2006;0;;17.9;;6.5;1.1;12.74;82;0.566667
83967;16/06/2006;1200;2.3;;11.2;;;;;
83967;17/06/2006;0;;17.5;;3.4;1.3;13.4;79.25;1.233.333
83967;17/06/2006;1200;0;;10;;;;;
83967;18/06/2006;0;;21.6;;3.8;1.4;16.36;84.75;0.766667
83967;18/06/2006;1200;0.9;;12.4;;;;;
83967;19/06/2006;0;;27.5;;7.7;1.4;18.92;77.75;0.766667
83967;19/06/2006;1200;0.1;;13.7;;;;;
83967;20/06/2006;0;;27.2;;3.4;3;18.94;78.75;0.1
83967;20/06/2006;1200;0;;12.2;;;;;
83967;21/06/2006;0;;18.5;;0;1.7;14.36;92.5;0.866667
83967;21/06/2006;1200;19.8;;13;;;;;
83967;22/06/2006;0;;21.2;;7;0.6;14.84;87;0.2
83967;22/06/2006;1200;5.6;;11;;;;;
83967;23/06/2006;0;;20.1;;3.9;1.1;16.22;79.5;0.833333
83967;23/06/2006;1200;0;;14.2;;;;;
83967;24/06/2006;0;;26.4;;5.4;1.3;18.4;87.75;0.1
83967;24/06/2006;1200;0;;13;;;;;
83967;25/06/2006;0;;29;;5.6;2.2;18.48;80.5;2.633.333
83967;25/06/2006;1200;0;;15.2;;;;;
83967;26/06/2006;0;;16;;1.2;2.8;12.78;83.5;6.266.667
83967;26/06/2006;1200;14;;11.6;;;;;
83967;27/06/2006;0;;17.2;;5.5;1.5;11.76;81.25;0.966667
83967;27/06/2006;1200;0.1;;10.2;;;;;
83967;28/06/2006;0;;17.2;;2.9;1.2;11.06;84.25;1.066.667
83967;28/06/2006;1200;0;;6;;;;;
83967;29/06/2006;0;;20.1;;5.1;0.8;13.98;80;0.333333
83967;29/06/2006;1200;0;;11;;;;;
83967;30/06/2006;0;;20.8;;7;1.3;13.94;84.75;0.7
83967;30/06/2006;1200;0;;8.9;;;;;
83967;01/07/2006;0;;21.5;;3.1;0.9;15.32;88.25;0.533333
83967;01/07/2006;1200;0;;11.5;;;;;
83967;02/07/2006;0;;18.8;;0.1;0.9;16.06;85;0.366667
83967;02/07/2006;1200;0;;14.6;;;;;
83967;03/07/2006;0;;22.2;;5;0.7;16.08;88.25;0.3
83967;03/07/2006;1200;0;;12.6;;;;;
83967;04/07/2006;0;;21.5;;5.1;0.8;16.24;88.5;1.433.333
83967;04/07/2006;1200;0.2;;13.1;;;;;
83967;05/07/2006;0;;23;;6.3;0.9;16.76;87.75;0.433333
83967;05/07/2006;1200;0.2;;12.8;;;;;
83967;06/07/2006;0;;24.2;;5.9;0.8;17.62;83.75;0.166667
83967;06/07/2006;1200;0.2;;14.5;;;;;
83967;07/07/2006;0;;26.4;;7.2;1.4;18.06;75.5;0.8
83967;07/07/2006;1200;0.1;;12;;;;;
83967;08/07/2006;0;;28.2;;3.2;2.4;20.84;71.25;0.933333
83967;08/07/2006;1200;0;;15;;;;;
83967;09/07/2006;0;;21.4;;4.5;2.7;15.7;73;4
83967;09/07/2006;1200;6.2;;13.6;;;;;
83967;10/07/2006;0;;19.4;;7.2;1.7;12.42;75.5;1.066.667
83967;10/07/2006;1200;0;;7.7;;;;;
